UBPR3230,UBPRE278,UBPRE279,UBPRE291,UBPR4340,UBPR7402,UBPR7414,UBPRE001,UBPRE002,UBPRE006,UBPRE008,UBPRE014,UBPRE015,UBPRE016,UBPRE017,UBPRE544,UBPRE549,UBPRE600,UBPRK447,UBPRD486,OTSREGNM_Central,OTSREGNM_Northeast,OTSREGNM_Southeast,OTSREGNM_West,OTSREGNM_Western,REGAGNT_FDIC,REGAGNT_FED,REGAGNT_OCC,SPECGRPN_Agricultural.Specialization,SPECGRPN_All.Other.Over.1.Billion,SPECGRPN_All.Other.Under.1.Billion,SPECGRPN_Commercial.Lending.Specialization,SPECGRPN_Consumer.Lending.Specialization,SPECGRPN_Credit.card.Specialization,SPECGRPN_International.Specialization,SPECGRPN_Mortgage.Lending.Specialization,SPECGRPN_Other.Specialized.Under.1.Billion
60,0,0,0,4083,0,1.15,13.64,0.03,0.19,0,90.25,60.94,15.12,0.04,7.45,1.52,91.31,23.92,10.4316,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
100,0,0,0,2152,4.65,0.27,2.96,0.4,0,0,99.91,92.85,2.96,0.4,1.59,0.27,46.56,7.53,10.1254,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3150,760,760,760,13519,31.29,0,3.72,0.57,0.07,-0.04,97.09,72.91,3.83,0.58,0.01,0,82.22,13.66,10.2435,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
500,1511,1511,1511,4817,157.4,0.22,3.39,0.37,0.04,-0.02,94.67,91.63,3.58,0.4,0.2,0.22,73.08,7.3,8.0508,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
300,0,0,0,887,29.31,1.91,4.63,0.14,0,0,92.77,48.19,4.99,0.15,0.74,2.06,44.3,-116.51,10.5173,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
354,0,0,0,6791,19.6,1.74,5.14,1.01,0.23,0,95.07,77.98,5.41,1.06,0.49,2.05,80.32,23.58,10.4728,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
400,0,0,0,2706,37.99,0,4.03,0.73,0.1,-0.06,96.72,80.94,4.17,0.76,0,0.26,80.08,29.7,11.6744,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2630,172413,155213,172413,28034,69.5,1.45,3.92,0.33,0.3,0,93.56,62.46,4.19,0.36,0.41,1.47,85.49,9.22,10.3832,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
200,0,0,0,3328,70.31,0.01,3.14,0.31,0.05,0,95.83,63.18,3.28,0.32,0.56,0.01,66.82,7.21,12.4553,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3337,0,0,0,-22146,0,1.09,4.36,0.87,1.27,0,96.73,63.01,4.51,0.9,1.89,1.09,115.86,35.33,20.4703,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
60,0,0,0,283,19.08,0.04,4.13,0.35,0.04,0,95.44,69.3,4.33,0.37,0.57,0.04,99.27,20.92,15.9045,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
361,0,0,0,1248,69.47,3.6,4.25,0.48,0.07,0,92.91,56.89,4.58,0.51,1.92,3.81,59.73,3.49,13.4755,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
150,0,0,0,1089,55.56,4.82,3.76,0.22,0,-0.02,92.71,61.35,4.05,0.24,0.07,4.82,78.28,4.87,9.2103,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
355,0,0,0,2725,71.38,0.02,3.34,0.19,0,0,87.21,47.66,3.83,0.21,0.96,0.02,69.42,-40.48,15.9551,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
900,0,0,0,2264,58.79,1.63,4.33,0.35,0.2,-0.1,98.13,71.36,4.41,0.36,2.59,1.63,93.31,-7.04,11.0723,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,4731,0,0.47,3.7,0.51,0.11,0,93.36,76.17,3.97,0.55,0.19,0.47,90.42,-0.24,11.5862,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1800,270,270,270,8310,60.17,0.21,3.33,0.12,0.03,0,96.04,63.86,3.47,0.13,0.14,0.33,56.64,-25.2,7.7776,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
100,2694,2694,2694,6543,47.82,0,4.45,0.68,0.02,0,94.68,64.71,4.7,0.72,0,0.71,91.12,9.98,10.8836,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,3246,3246,3246,3986,0,0.24,3.12,0.38,0.14,-0.02,97.05,79.93,3.21,0.39,0.17,0.24,97.58,14.95,12.0015,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1000,5471,5471,5471,14192,53.05,0.73,3.61,0.07,0,0,97.02,83.68,3.72,0.07,0.35,0.73,64.63,4.78,8.1719,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2447,0,0,0,17861,33.59,0.29,3.52,0.23,0.13,-0.14,95.09,69.21,3.7,0.24,0.17,0.31,72.81,-2.36,9.5662,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
820,0,0,0,4385,46.75,0.62,2.54,0.09,0,0.12,90.84,64.31,2.79,0.1,0.09,0.9,36.31,-22.45,7.3296,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1000,0,0,0,3396,69.99,0.66,4.21,0.47,0.09,0,97.2,65.74,4.33,0.48,3.87,0.67,70.62,5.29,11.2991,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
550,0,0,0,8365,43.9,0.05,4.05,0.18,0,0,93.62,81.59,4.33,0.19,0,0.05,71.03,-4.8,12.3939,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
197,222,222,111,8755,0,0.05,3.75,0.53,0.08,0,95.37,74.6,3.93,0.56,0.24,0.05,84.22,11.71,11.6383,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
600,0,0,0,65372,27.53,0.92,5.61,0.39,0.22,0,96.91,78.23,5.79,0.4,0,0.92,109.84,15.09,15.0738,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12,0,0,0,1533,91.45,0,3.67,0.33,0,0,94.37,69.64,3.89,0.35,0.45,0,80.47,-37.27,23.1188,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,15000,15000,0,2318,0,0.97,3.2,0.18,0.06,0.03,89.54,53.9,3.57,0.2,0.69,0.97,69.03,1.53,26.4957,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10000,0,0,0,1844,0,0.33,3.24,0.54,0.03,0,93.32,78.48,3.47,0.58,0.42,0.34,81.15,11.96,12.1956,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
500,0,0,0,3717,77.75,0.56,4.05,0.23,0.07,0,97.23,61.85,4.16,0.24,0.32,0.59,103.98,7.25,10.2459,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
970,405,103,405,5142,29.17,0.67,5.27,0.48,0.34,0,95.75,76.91,5.5,0.51,0.2,0.67,100.85,9.55,10.6023,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
100,0,0,0,280,45.71,0,1.7,0.3,0,0,71.66,54.24,2.38,0.42,0,0,18.14,-143.88,13.8683,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4250,0,0,0,4189,100.21,0.08,3.63,0.36,0,0,91.15,66.4,3.98,0.4,0.12,0.08,54.41,-64.08,9.3991,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
750,4500,4500,4500,14288,21.84,0.11,4.34,0.23,0.07,0,94.44,61.67,4.59,0.25,1.1,0.11,73.14,5.37,12.8549,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1244,0,0.05,3.22,0.36,0.02,0,93.48,67.63,3.44,0.38,0.31,0.09,70.82,-11.92,13.4266,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
100,0,0,0,128,54.69,0.23,3.13,0.31,0,0,93.91,85.12,3.33,0.33,0.14,0.23,84.95,9.39,8.4797,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
4184,0,0,0,4909,26.28,0.74,3.91,0.28,0.1,-0.01,95.2,68.65,4.1,0.29,0.23,0.74,83.71,13,10.7886,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
400,0,0,0,4003,80.94,1.31,3.97,0.64,0.07,0,96.92,69.34,4.1,0.66,0.93,1.31,75.28,10.68,10.5031,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
150,0,0,0,732,12.3,0.29,3.53,0.51,0,0,102.04,72.93,3.46,0.5,1.38,0.29,67.71,4.63,11.8424,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
200,0,0,0,1936,92.15,0,2.95,0.11,0,0,98.55,66.51,2.99,0.11,0.4,0,51.84,-16.11,7.1901,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,3714,0,0.5,4.3,0.48,0.11,0,96.25,67.64,4.47,0.5,0.34,0.54,99.39,6.42,10.0365,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
431,0,0,0,3375,81.19,0.04,4.16,0.26,0.04,-0.01,94.12,62.9,4.42,0.27,1.42,0.04,87.89,-12.05,9.1028,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
250,0,0,0,1097,36.01,0.44,3.02,0.42,0.04,0,94.85,83.44,3.18,0.44,1.59,0.44,46.44,5.4,8.0447,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
150,0,0,0,1760,0,0.1,4.99,0.59,0.41,0,94.5,60.82,5.28,0.63,0.32,0.7,100.42,11.96,12.4476,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,12000,12000,12000,1704,6.81,0.73,3.23,0.17,0.03,-0.19,87.93,60.44,3.67,0.19,0.94,0.77,72.57,0.18,10.814,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1150,0,0,0,4474,53.69,0.2,2.98,0.47,0,0.04,93.28,88.06,3.19,0.5,0.03,0.2,58.2,4.28,9.1769,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
125,0,0,0,2703,26.97,2.05,3.79,0.6,0.03,-0.02,99.04,67.39,3.83,0.6,0.68,2.05,83.36,-1.2,16.9549,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
440,0,0,0,1783,39.26,0.19,3.02,0.11,0,-0.22,93.95,62.91,3.21,0.11,0.43,0.19,45.45,-1.87,10.8431,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
200,0,0,0,1609,59.6,0.15,4.05,0.34,0.2,0,95.56,64.76,4.24,0.36,0.1,0.15,90.21,8.34,9.0158,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
900,778,778,778,5070,26.63,0.36,3.29,0.23,0,0.05,97.69,65.96,3.37,0.24,0.17,0.36,65.28,5.61,9.8851,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
690,2722,2722,2722,3559,52.51,0,3.01,0.27,0,0,92.43,64.84,3.26,0.29,0.35,0,67.02,-4.48,9.4364,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
400,0,0,0,15005,91.64,0.16,3.42,0.18,0,0,94.66,72.38,3.61,0.19,0.31,0.16,72.1,-0.75,13.1303,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1500,0,0,0,3037,61.61,0.64,5.2,0.51,-0.07,0,91.46,76.63,5.69,0.56,0.1,1.01,75.82,17.13,12.2406,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
308,0,0,0,10797,78.47,0.45,3.39,0.44,-0.07,-0.03,93.44,67.43,3.63,0.47,0.6,0.45,53.69,-5.96,9.6448,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
120,0,0,0,1591,18.86,0,4.71,0.5,0,0,96.06,70.19,4.91,0.53,0,0,93.97,-2.23,8.3809,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-40,0,2.55,3.36,0.19,0,0,89.16,78.94,3.76,0.21,1.4,2.55,84.36,-33.21,20.0562,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
400,0,0,0,7046,25.55,0.97,3.86,0.14,0.09,0,94.77,57,4.07,0.15,0.66,0.97,75.37,4.93,11.7663,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
248,0,0,0,2194,49.09,0.01,3.96,0.33,0.07,0,95.79,64.08,4.14,0.35,0.38,0.01,78.81,-6.62,9.4141,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1586,0,0,0,7507,78.59,0.01,3.4,0.39,0.08,0,93.51,54.4,3.64,0.41,0.16,0.01,74.36,13.19,9.9807,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
546,0,0,0,573,32.11,0,3.04,0.1,0,0,95.34,55.96,3.19,0.1,0.36,0.84,56.39,-6.46,10.8964,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
200,0,0,0,2576,77.64,0.56,4.6,0.4,0,0,94.7,60.87,4.86,0.42,0.15,0.56,90.9,-1.81,16.4039,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2000,41479,41479,41479,47708,77.94,0.24,3.42,0.63,0,0,99.74,81.87,3.43,0.63,0.3,0.24,98.35,3.96,11.9637,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40,0,0,0,1079,41.8,0,3.91,0.12,0.11,0.12,83.08,54.39,4.7,0.15,3.56,0,66.32,-28.68,11.2601,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
75,0,0,0,381,49.87,0.88,3.61,0.33,0,0,97.34,68.68,3.71,0.34,0,0.88,50.84,-11.05,9.4864,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
13,0,0,0,11228,98.86,0.79,4.53,0.9,0.13,0,94.08,80.44,4.82,0.96,0.35,1,95.81,26.64,9.6247,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
135,0,0,0,119,31.09,1.14,2.31,0.15,0,0,94.1,57.02,2.46,0.16,3.87,1.14,37.56,-24.83,13.6727,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
787,2039,2039,2039,73052,57.49,0.81,3.05,0.32,0.03,0,96.33,80.5,3.17,0.33,0,0.81,62.56,8.11,9.0526,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
30000,77970,77970,77970,92140,75.97,0.27,3.27,0.39,0.03,0,97.19,77.43,3.36,0.4,0.17,0.27,83.49,13.14,9.3816,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
700,0,0,0,613,64.27,0.11,3.32,0.25,0.13,-0.01,97.75,67.37,3.4,0.25,0.09,0.11,72.63,2.16,10.8005,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
533,0,0,0,25021,0,0.75,3.53,0.19,0.05,-0.01,90.65,79.75,3.9,0.21,0.28,0.81,71.43,2.4,9.6019,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
812,0,0,0,2564,56.08,0.21,2.94,0.35,0,-0.05,95.97,79.52,3.06,0.37,0.34,0.21,56.25,-0.59,9.4627,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
100,0,0,0,509,7.07,1.78,3.54,0.61,0.05,-0.18,99.81,68.32,3.54,0.61,0.1,1.78,73.2,9.25,10.0495,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5910,0,0,0,3349,0,0.54,2.9,0.06,0,0,95.25,84.02,3.04,0.06,0,0.54,55.05,-29.95,8.1292,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,1954541,1954541,1954541,78465,50.98,0.24,3.01,1.16,0.01,0,97.33,88.83,3.09,1.19,0.09,0.25,157.47,41.97,9.9545,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
296,0,0,0,228,38.16,0,2.64,0.23,0,0,80.4,75.04,3.28,0.29,0,0,41.1,-31.41,8.2638,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
25,0,0,0,740,28.11,0,4.28,0.52,0,0,92.37,60.84,4.63,0.56,0.1,0,99.35,4.5,11.3777,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
400,0,0,0,702,28.92,0,2.13,0.27,0,0,92.27,65.91,2.31,0.29,0.04,0,31.76,-18.99,14.3047,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9000,287,287,287,10778,46.17,0.49,3.41,0.5,0.05,0,92.44,77.9,3.68,0.54,0.64,0.59,64.54,10.41,10.942,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
413,0,0,0,3709,46.37,0,4.41,0.12,0.05,0,94.4,56.95,4.67,0.12,0.19,0,91.06,6.03,9.7535,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
250,0,0,0,3537,50.89,0.02,3.81,0.53,0.03,0,97.6,73.12,3.9,0.54,0,0.02,104.49,9.73,9.7012,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
300,0,0,0,2026,57.75,2.61,3.48,0.21,0.07,0,97.6,64.94,3.56,0.22,1.52,2.61,47.96,-4.83,13.3998,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1085,0,0,0,3730,0,0.57,4.55,0.62,0.42,0,92.1,60.52,4.94,0.67,0.16,0.57,91.58,1.92,10.6717,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
190,0,0,0,1261,81.52,1.62,4.08,0.55,0.09,0,99.14,71.94,4.12,0.56,2.47,1.62,77.15,15.38,8.8922,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
215,10966432,10006220,1854265,373581,8.03,0.41,3.16,0.5,0.09,-0.01,91.29,83.55,3.46,0.54,0.13,0.46,96.05,17.17,8.6278,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1420,0,0,0,5494,236.17,1.1,3.82,0.18,-0.48,0,98.73,71.26,3.87,0.18,0.04,1.1,81.68,7.87,10.6863,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
300,0,0,0,1301,56.19,0.37,4.02,0.33,-0.05,0,93.49,66.51,4.3,0.35,0.75,0.37,88.89,3.91,10.7614,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
300,0,0,0,2743,51.4,0.04,2.88,0.06,0,0,97.03,53.69,2.97,0.06,0.03,0.04,26.6,-45.25,10.7019,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
125,0,0,0,527,0,1.09,5.26,0.22,0.19,0,93.8,60.52,5.61,0.24,1.48,1.09,87.97,-5.37,11.3272,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4500,0,0,0,4277,0,0.46,3.21,0.58,0.05,0,95.07,74.98,3.38,0.61,0.04,0.46,100.54,22.66,10.4066,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1000,0,0,0,469,47.97,0.62,2.89,0.25,0.04,0,100.13,66.42,2.89,0.25,0.24,0.62,38.92,-0.21,10.4005,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,148,0,0,3.93,0.68,0,0,94.39,69.13,4.16,0.72,1.73,0,107.37,0.75,10.2413,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,3239,30.1,0.4,3.95,0.49,0,0,95.97,68.86,4.12,0.51,0.48,0.4,73.25,6.5,11.6128,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
18956,5157022,3003123,2924308,32540,0,0.02,2.34,0.63,-0.09,0.57,92.88,49.65,2.52,0.67,0.04,0.02,36.34,28.51,9.7615,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
600,0,0,0,2500,17.24,1.88,3.07,0.59,0.01,-0.09,97.43,64.76,3.15,0.6,0.02,1.88,64.11,-1.99,8.462,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
240,0,0,0,2450,69.14,0.85,4.11,0.68,0,0,91.37,63.67,4.49,0.75,0.92,0.97,68.45,10.4,9.735,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
50,1783,1783,1783,6176,21.86,0.04,4.47,1.11,0.13,0,94.9,76.05,4.71,1.17,0.17,0.04,115.06,25.95,10.4809,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
300,0,0,0,804,34.83,1.25,4.68,0.16,0.38,0,91.22,37.09,5.13,0.17,1.19,1.4,69.96,-37.37,8.045,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,492,0,0.35,3.44,0.33,0.05,0,95.61,81.98,3.6,0.34,0.86,0.35,98.18,17.81,18.2874,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
280,0,0,0,1461,34.7,0.04,2.76,0.26,0.04,0,95.6,67.82,2.89,0.27,0.17,0.04,54.49,-2.33,8.6182,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
240,0,0,0,1243,32.98,0.16,3.97,0.63,0.24,0,96.3,66.86,4.13,0.66,1.22,0.16,72.63,-8.67,11.8527,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1600,0,0,0,2489,36.36,0.61,3.59,0.38,0.06,0,97.47,68.68,3.69,0.39,1.31,1,84.61,20.18,9.693,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
235,8929,8929,8929,6424,49.39,0.79,3.89,0.73,0.48,0,95.1,74.98,4.09,0.77,0.18,0.8,73.94,1.62,9.2443,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
884,0,0,0,3771,30.26,0.17,4.54,0.54,0.35,0,94.5,72.92,4.81,0.57,0.25,0.33,96.41,2.42,9.0526,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3418,0,0,0,11999,32.34,0.02,2.97,0.23,-0.11,0,97.33,64.84,3.06,0.24,0.01,0.02,64.17,-13.77,9.1759,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,20181,39.64,1.24,3.17,0.08,-0.04,0,94.03,82.87,3.38,0.08,0.36,1.24,72.92,2.65,10.0998,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
150,0,0,0,35,0,0,2.25,0.24,0,0.02,99.39,61.29,2.27,0.24,0,0,15.31,-13.59,13.2588,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,716,0,1.97,2.66,0.43,0,0,91.56,80.79,2.9,0.47,1.09,1.97,49.64,-20.84,9.6943,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
150,0,0,0,142,37.32,2.68,3.3,0.43,0,0,99.03,86.73,3.33,0.43,0.89,2.68,60.87,12.43,9.4792,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
600,0,0,0,2799,59.2,0.04,3.65,0.51,0.04,0,94.07,73.5,3.88,0.54,0.02,0.04,68.73,25.96,10.4461,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
600,0,0,0,7001,0,0.3,3.91,0.31,-0.35,-1.21,95.29,67.73,4.1,0.33,0.34,0.3,67.14,15.24,8.5175,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
500,319,319,319,6870,51.6,0.26,3.44,0.22,0.06,0,98.09,73.83,3.51,0.22,0.05,0.5,78.48,4.46,9.1775,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
330,0,0,0,2583,48.51,0.38,2.59,0.06,0,0,96.74,55.85,2.68,0.07,0.39,0.38,29.78,-137.65,8.936,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
57,0,0,0,740,5.41,2.93,4.62,0.86,0.09,0,94.86,78.22,4.87,0.91,0.63,2.93,92.88,11.47,13.596,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
50,0,0,0,387,51.68,1.56,3.25,0.3,0,0,98.06,68.42,3.31,0.3,0.24,1.56,42.84,1.39,10.5673,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,0,15938,0,0.12,3.47,0.37,0.06,0.01,94.65,71.36,3.67,0.39,0.35,0.12,77.94,-7.75,11.3634,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1080,0,0,0,17144,0,0.6,3.48,0.41,0.08,0,92.7,70.55,3.75,0.44,0.44,0.6,70.79,7.94,8.7749,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
100,0,0,0,1336,148.2,0.06,3.34,0.37,0.06,0.01,104.25,67.41,3.2,0.36,1.34,0.08,60.92,-3.16,11.8191,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
50,0,0,0,526,30.04,0.25,3.48,0.36,0.07,0,90.29,64.14,3.85,0.39,0.54,0.25,49.43,-28.08,10.0227,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
300,132,132,132,3134,74.82,0.41,3.47,0.33,0.02,-0.03,97.11,84.28,3.58,0.34,0.35,0.53,41.98,8.31,10.1593,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
740,0,0,0,7145,89.53,1.65,3.15,0.4,0.04,0,91.5,92.05,3.44,0.44,1.21,2.28,52.12,5.88,11.8435,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
250,0,0,0,1421,61.79,0.01,3.77,0.24,0.03,0,88.75,92.75,4.25,0.27,0.83,0.01,63.35,-4.07,9.9082,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1000,0,0,0,2127,101.22,0.38,3.11,0.13,0.05,0,98.73,59.78,3.15,0.13,0.78,0.48,63,-8.83,9.9212,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
50,0,0,0,625,0,0,3.46,0.5,0,0.01,99.07,71.48,3.49,0.51,0,0,45.45,9.31,31.5932,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
300,0,0,0,3226,59.95,0.29,2.83,0.36,0.01,0,95.89,73.62,2.95,0.38,0.71,0.44,56.23,1.21,8.8889,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
150,7907,7907,7907,13183,0,0.06,3.25,0.56,0.3,0,95.35,74.67,3.41,0.59,0.02,0.07,94.57,10.09,10.4476,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
500,0,0,0,2262,53.05,0.45,3.6,0.67,0,0,98.54,55.78,3.66,0.68,2.37,0.45,62.05,9.1,11.5903,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
400,0,0,0,3097,67.97,1.65,5.02,0.68,0.08,0.01,94.08,64.68,5.33,0.72,2.46,1.81,77.36,1.03,9.104,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
56000,0,0,0,30378,0,0,1.44,0.37,0,0,98.23,47.61,1.46,0.38,0,0,0.13,-89227.51,11.6422,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
200,0,0,0,13703,46.16,0.19,4.28,0.62,0.26,0,98.45,53.84,4.34,0.63,0,0.19,103.04,26.76,11.7248,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
410,770,770,770,3343,54.59,0.19,3.95,0.21,-0.03,0,95.26,64.9,4.14,0.22,0.04,0.19,71.72,-6.7,7.5993,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
250,0,0,0,500,45,4.61,3.85,0.62,0.17,0,98.36,75.62,3.91,0.63,0.44,4.61,71.44,-11.03,19.5863,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
